id,customer,billboard,email,coupon,distance
121,0,40.27,0,0,2.17
122,0,40.27,0,0,2.17
123,0,40.27,0,0,2.17
124,0,40.27,0,0,2.17
125,0,40.27,0,0,2.17
126,0,40.27,0,0,2.17
127,0,40.27,0,0,2.17
128,0,40.27,0,0,2.17
129,0,40.27,0,0,2.17
130,0,40.27,0,0,2.17
131,0,40.27,0,0,2.17
132,0,40.27,0,0,2.17
133,0,40.27,0,0,2.17
134,0,40.27,0,0,2.17
135,0,40.27,0,0,2.17
136,0,40.27,0,0,2.17
137,0,40.27,0,0,2.17
138,0,40.27,0,0,2.17
139,0,40.27,0,0,2.17
140,0,40.27,0,0,2.17
141,0,40.27,0,0,2.17
142,0,40.27,0,0,2.17
143,0,40.27,0,0,2.17
144,0,40.27,0,0,2.17
145,0,40.27,0,0,2.17
146,0,40.27,0,0,2.17
147,0,40.27,0,0,2.17
148,0,40.27,0,0,2.17
149,0,40.27,0,0,2.17
150,0,40.27,0,0,2.17
151,0,40.27,0,0,2.17
152,0,40.27,0,0,2.17
153,0,40.27,0,0,2.17
154,0,40.27,0,0,2.17
155,0,40.27,0,0,2.17
156,0,40.27,0,0,2.17
157,0,40.27,0,0,2.17
158,0,40.27,0,0,2.17
159,0,40.27,0,0,2.17
160,0,40.27,0,0,2.17
161,0,40.27,0,0,2.17
162,0,40.27,0,0,2.17
163,0,40.27,0,0,2.17
164,0,40.27,0,0,2.17
165,0,40.27,0,0,2.17
166,0,40.27,0,0,2.17
167,0,40.27,0,0,2.17
168,0,40.27,0,0,2.17
169,0,40.27,0,0,2.17
170,0,40.27,0,0,2.17
171,0,40.27,0,0,2.17
172,0,40.27,0,0,2.17
173,0,40.27,0,0,2.17
174,0,40.27,0,0,2.17
175,0,40.27,0,0,2.17
176,0,40.27,0,0,2.17
177,0,40.27,0,0,2.17
178,0,40.27,0,0,2.17
179,0,40.27,0,0,2.17
180,0,40.27,0,0,2.17
181,0,40.27,0,0,2.17
182,0,40.27,0,0,2.17
183,0,40.27,0,0,2.17
184,0,40.27,0,0,2.17
185,0,40.27,0,0,2.17
186,0,40.27,0,0,2.17
187,0,40.27,0,0,2.17
188,0,40.27,0,0,2.17
189,0,40.27,0,0,2.17
190,0,40.27,0,0,2.17
191,0,40.27,0,0,2.17
192,0,40.27,0,0,2.17
193,0,40.27,0,0,2.17
194,0,40.27,0,0,2.17
195,0,40.27,0,0,2.17
196,0,40.27,0,0,2.17
197,0,40.27,0,0,2.17
198,0,40.27,0,0,2.17
199,0,40.27,0,0,2.17
200,0,47.55,1,1,1.66
201,0,47.55,1,1,1.66
202,0,47.55,1,1,1.66
203,0,47.55,1,1,1.66
204,0,47.55,1,1,1.66
205,0,47.55,1,1,1.66
206,0,47.55,1,1,1.66
207,0,47.55,1,1,1.66
208,0,47.55,1,1,1.66
209,0,47.55,1,1,1.66
210,0,47.55,1,1,1.66
211,0,47.55,1,1,1.66
212,0,47.55,1,1,1.66
213,0,47.55,1,1,1.66
214,0,47.55,1,1,1.66
215,0,47.55,1,1,1.66
216,0,47.55,1,1,1.66
217,0,47.55,1,1,1.66
218,0,47.55,1,1,1.66
219,0,47.55,1,1,1.66
220,0,47.55,1,1,1.66
221,0,47.55,1,1,1.66
222,0,47.55,1,1,1.66
223,0,47.55,1,1,1.66
224,0,47.55,1,1,1.66
225,0,47.55,1,1,1.66
226,0,47.55,1,1,1.66
227,0,47.55,1,1,1.66
228,0,47.55,1,1,1.66
229,0,47.55,1,1,1.66
230,0,47.55,1,1,1.66
231,0,47.55,1,1,1.66
232,0,47.55,1,1,1.66
233,0,47.55,1,1,1.66
234,0,47.55,1,1,1.66
235,0,47.55,1,1,1.66
236,0,47.55,1,1,1.66
237,0,47.55,1,1,1.66
238,0,47.55,1,1,1.66
239,0,47.55,1,1,1.66
240,0,47.55,1,1,1.66
241,0,47.55,1,1,1.66
242,0,47.55,1,1,1.66
243,0,47.55,1,1,1.66
244,0,47.55,1,1,1.66
245,0,47.55,1,1,1.66
246,0,47.55,1,1,1.66
247,0,47.55,1,1,1.66
248,0,47.55,1,1,1.66
249,0,47.55,1,1,1.66
250,0,47.55,1,1,1.66
251,0,47.55,1,1,1.66
252,0,47.55,1,1,1.66
253,0,47.55,1,1,1.66
254,0,47.55,1,1,1.66
255,0,47.55,1,1,1.66
256,0,47.55,1,1,1.66
257,0,47.55,1,1,1.66
258,0,47.55,1,1,1.66
259,0,47.55,1,1,1.66
260,0,47.55,1,1,1.66
261,0,47.55,1,1,1.66
262,0,47.55,1,1,1.66
263,0,47.55,1,1,1.66
264,0,47.55,1,1,1.66
265,0,47.55,1,1,1.66
266,0,47.55,1,1,1.66
267,0,47.55,1,1,1.66
268,0,47.55,1,1,1.66
269,0,47.55,1,1,1.66
270,0,47.55,1,1,1.66
271,0,47.55,1,1,1.66
272,0,47.55,1,1,1.66
273,0,47.55,1,1,1.66
274,0,47.55,1,1,1.66
275,0,47.55,1,1,1.66
276,0,47.55,1,1,1.66
277,0,47.55,1,1,1.66
278,0,47.55,1,1,1.66
279,0,47.55,1,1,1.66
280,0,47.55,1,1,1.66
281,0,47.55,1,1,1.66
282,0,47.55,1,1,1.66
283,0,47.55,1,1,1.66
284,0,47.55,1,1,1.66
285,0,47.55,1,1,1.66
286,0,47.55,1,1,1.66
287,0,47.55,1,1,1.66
288,0,47.55,1,1,1.66
289,0,47.55,1,1,1.66
290,0,47.55,1,1,1.66
291,0,47.55,1,1,1.66
292,0,47.55,1,1,1.66
293,0,47.55,1,1,1.66
294,0,47.55,1,1,1.66
295,0,47.55,1,1,1.66
296,0,47.55,1,1,1.66
297,0,47.55,1,1,1.66
298,0,47.55,1,1,1.66
299,0,50.87,1,0,2.14
300,0,50.87,1,0,2.14
301,0,50.87,1,0,2.14
302,0,50.87,1,0,2.14
303,0,50.87,1,0,2.14
304,0,50.87,1,0,2.14
305,0,50.87,1,0,2.14
306,0,50.87,1,0,2.14
307,0,50.87,1,0,2.14
308,0,50.87,1,0,2.14
309,0,50.87,1,0,2.14
310,0,50.87,1,0,2.14
311,0,50.87,1,0,2.14
312,0,50.87,1,0,2.14
313,0,50.87,1,0,2.14
314,0,50.87,1,0,2.14
315,0,50.87,1,0,2.14
316,0,50.87,1,0,2.14
317,0,50.87,1,0,2.14
318,0,50.87,1,0,2.14
319,0,50.87,1,0,2.14
320,0,50.87,1,0,2.14
321,0,50.87,1,0,2.14
322,0,50.87,1,0,2.14
323,0,50.87,1,0,2.14
324,0,50.87,1,0,2.14
325,0,50.87,1,0,2.14
326,0,50.87,1,0,2.14
327,0,50.87,1,0,2.14
328,0,50.87,1,0,2.14
329,0,50.87,1,0,2.14
330,0,50.87,1,0,2.14
331,0,50.87,1,0,2.14
332,0,50.87,1,0,2.14
333,0,50.87,1,0,2.14
334,0,50.87,1,0,2.14
335,0,50.87,1,0,2.14
336,0,50.87,1,0,2.14
337,0,50.87,1,0,2.14
338,0,50.87,1,0,2.14
339,0,50.87,1,0,2.14
340,0,50.87,1,0,2.14
341,0,50.87,1,0,2.14
342,0,50.87,1,0,2.14
343,0,50.87,1,0,2.14
344,0,50.87,1,0,2.14
345,0,50.87,1,0,2.14
346,0,50.87,1,0,2.14
347,0,50.87,1,0,2.14
348,0,50.87,1,0,2.14
349,0,50.87,1,0,2.14
350,0,50.87,1,0,2.14
351,0,50.87,1,0,2.14
352,0,50.87,1,0,2.14
353,0,50.87,1,0,2.14
354,0,50.87,1,0,2.14
355,0,50.87,1,0,2.14
356,0,50.87,1,0,2.14
357,0,50.87,1,0,2.14
358,0,50.87,1,0,2.14
359,0,50.87,1,0,2.14
360,0,50.87,1,0,2.14
361,0,50.87,1,0,2.14
362,0,50.87,1,0,2.14
363,0,50.87,1,0,2.14
364,0,50.87,1,0,2.14
365,0,50.87,1,0,2.14
366,0,50.87,1,0,2.14
367,0,50.87,1,0,2.14
368,0,50.87,1,0,2.14
369,0,50.87,1,0,2.14
370,0,50.87,1,0,2.14
371,0,50.87,1,0,2.14
372,0,50.87,1,0,2.14
373,0,50.87,1,0,2.14
374,0,50.87,1,0,2.14
375,0,50.87,1,0,2.14
376,0,50.87,1,0,2.14
377,0,50.87,1,0,2.14
378,0,50.87,1,0,2.14
379,0,50.87,1,0,2.14
380,0,50.87,1,0,2.14
381,0,50.87,1,0,2.14
382,0,50.87,1,0,2.14
383,0,50.87,1,0,2.14
384,0,50.87,1,0,2.14
385,0,50.87,1,0,2.14
386,0,50.87,1,0,2.14
387,0,50.87,1,0,2.14
388,0,50.87,1,0,2.14
389,0,50.87,1,0,2.14
390,0,50.87,1,0,2.14
391,0,50.87,1,0,2.14
392,0,50.87,1,0,2.14
393,0,50.87,1,0,2.14
394,0,50.87,1,0,2.14
395,0,50.87,1,0,2.14
396,0,50.87,1,0,2.14
397,0,50.87,1,0,2.14
398,0,49.71,2,1,1.93
399,0,49.71,2,1,1.93
400,0,49.71,2,1,1.93
401,0,49.71,2,1,1.93
402,0,49.71,2,1,1.93
403,0,49.71,2,1,1.93
404,0,49.71,2,1,1.93
405,0,49.71,2,1,1.93
406,0,49.71,2,1,1.93
407,0,49.71,2,1,1.93
408,0,49.71,2,1,1.93
409,0,49.71,2,1,1.93
410,0,49.71,2,1,1.93
411,0,49.71,2,1,1.93
412,0,49.71,2,1,1.93
413,0,49.71,2,1,1.93
414,0,49.71,2,1,1.93
415,0,49.71,2,1,1.93
416,0,49.71,2,1,1.93
417,0,49.71,2,1,1.93
418,0,49.71,2,1,1.93
419,0,49.71,2,1,1.93
420,0,49.71,2,1,1.93
421,0,49.71,2,1,1.93
422,0,49.71,2,1,1.93
423,0,49.71,2,1,1.93
424,0,49.71,2,1,1.93
425,0,49.71,2,1,1.93
426,0,49.71,2,1,1.93
427,0,49.71,2,1,1.93
428,0,49.71,2,1,1.93
429,0,49.71,2,1,1.93
430,0,49.71,2,1,1.93
431,0,49.71,2,1,1.93
432,0,49.71,2,1,1.93
433,0,49.71,2,1,1.93
434,0,49.71,2,1,1.93
435,0,49.71,2,1,1.93
436,0,49.71,2,1,1.93
437,0,49.71,2,1,1.93
438,0,49.71,2,1,1.93
439,0,49.71,2,1,1.93
440,0,49.71,2,1,1.93
441,0,49.71,2,1,1.93
442,0,49.71,2,1,1.93
443,0,49.71,2,1,1.93
444,0,49.71,2,1,1.93
445,0,49.71,2,1,1.93
446,0,49.71,2,1,1.93
447,0,49.71,2,1,1.93
448,0,49.71,2,1,1.93
449,0,49.71,2,1,1.93
450,0,49.71,2,1,1.93
451,0,49.71,2,1,1.93
452,0,49.71,2,1,1.93
453,0,49.71,2,1,1.93
454,0,49.71,2,1,1.93
455,0,49.71,2,1,1.93
456,0,49.71,2,1,1.93
457,0,49.71,2,1,1.93
458,0,49.71,2,1,1.93
459,0,49.71,2,1,1.93
460,0,49.71,2,1,1.93
461,0,49.71,2,1,1.93
462,0,49.71,2,1,1.93
463,0,49.71,2,1,1.93
464,0,49.71,2,1,1.93
465,0,49.71,2,1,1.93
466,0,49.71,2,1,1.93
467,0,49.71,2,1,1.93
468,0,49.71,2,1,1.93
469,0,49.71,2,1,1.93
470,0,49.71,2,1,1.93
471,0,49.71,2,1,1.93
472,0,49.71,2,1,1.93
473,0,49.71,2,1,1.93
474,0,49.71,2,1,1.93
475,0,49.71,2,1,1.93
476,0,49.71,2,1,1.93
477,0,49.71,2,1,1.93
478,0,49.71,2,1,1.93
479,0,49.71,2,1,1.93
480,0,49.71,2,1,1.93
481,0,49.71,2,1,1.93
482,0,49.71,2,1,1.93
483,0,49.71,2,1,1.93
484,0,49.71,2,1,1.93
485,0,49.71,2,1,1.93
486,0,49.71,2,1,1.93
487,0,49.71,2,1,1.93
488,0,49.71,2,1,1.93
489,0,49.71,2,1,1.93
490,0,49.71,2,1,1.93
491,0,49.71,2,1,1.93
492,0,49.71,2,1,1.93
493,0,49.71,2,1,1.93
494,0,49.71,2,1,1.93
495,0,49.71,2,1,1.93
496,0,49.71,2,1,1.93
497,0,54.2,2,1,1.84
498,0,54.2,2,1,1.84
499,0,54.2,2,1,1.84
500,0,54.2,2,1,1.84
501,0,54.2,2,1,1.84
502,0,54.2,2,1,1.84
503,0,54.2,2,1,1.84
504,0,54.2,2,1,1.84
505,0,54.2,2,1,1.84
506,0,54.2,2,1,1.84
507,0,54.2,2,1,1.84
508,0,54.2,2,1,1.84
509,0,54.2,2,1,1.84
510,0,54.2,2,1,1.84
511,0,54.2,2,1,1.84
512,0,54.2,2,1,1.84
513,0,54.2,2,1,1.84
514,0,54.2,2,1,1.84
515,0,54.2,2,1,1.84
516,0,54.2,2,1,1.84
517,0,54.2,2,1,1.84
518,0,54.2,2,1,1.84
519,0,54.2,2,1,1.84
520,0,54.2,2,1,1.84
521,0,54.2,2,1,1.84
522,0,54.2,2,1,1.84
523,0,54.2,2,1,1.84
524,0,54.2,2,1,1.84
525,0,54.2,2,1,1.84
526,0,54.2,2,1,1.84
527,0,54.2,2,1,1.84
528,0,54.2,2,1,1.84
529,0,54.2,2,1,1.84
530,0,54.2,2,1,1.84
531,0,54.2,2,1,1.84
532,0,54.2,2,1,1.84
533,0,54.2,2,1,1.84
534,0,54.2,2,1,1.84
535,0,54.2,2,1,1.84
536,0,54.2,2,1,1.84
537,0,54.2,2,1,1.84
538,0,54.2,2,1,1.84
539,0,54.2,2,1,1.84
540,0,54.2,2,1,1.84
541,0,54.2,2,1,1.84
542,0,54.2,2,1,1.84
543,0,54.2,2,1,1.84
544,0,54.2,2,1,1.84
545,0,54.2,2,1,1.84
546,0,54.2,2,1,1.84
547,0,54.2,2,1,1.84
548,0,54.2,2,1,1.84
549,0,54.2,2,1,1.84
550,0,54.2,2,1,1.84
551,0,54.2,2,1,1.84
552,0,54.2,2,1,1.84
553,0,54.2,2,1,1.84
554,0,54.2,2,1,1.84
555,0,54.2,2,1,1.84
556,0,54.2,2,1,1.84
557,0,54.2,2,1,1.84
558,0,54.2,2,1,1.84
559,0,54.2,2,1,1.84
560,0,54.2,2,1,1.84
561,0,54.2,2,1,1.84
562,0,54.2,2,1,1.84
563,0,54.2,2,1,1.84
564,0,54.2,2,1,1.84
565,0,54.2,2,1,1.84
566,0,54.2,2,1,1.84
567,0,54.2,2,1,1.84
568,0,54.2,2,1,1.84
569,0,54.2,2,1,1.84
570,0,54.2,2,1,1.84
571,0,54.2,2,1,1.84
572,0,54.2,2,1,1.84
573,0,54.2,2,1,1.84
574,0,54.2,2,1,1.84
575,0,54.2,2,1,1.84
576,0,54.2,2,1,1.84
577,0,54.2,2,1,1.84
578,0,54.2,2,1,1.84
579,0,54.2,2,1,1.84
580,0,54.2,2,1,1.84
581,0,54.2,2,1,1.84
582,0,54.2,2,1,1.84
583,0,54.2,2,1,1.84
584,0,54.2,2,1,1.84
585,0,54.2,2,1,1.84
586,0,54.2,2,1,1.84
587,0,54.2,2,1,1.84
588,0,54.2,2,1,1.84
589,0,54.2,2,1,1.84
590,0,54.2,2,1,1.84
591,0,54.2,2,1,1.84
592,0,54.2,2,1,1.84
593,0,54.2,2,1,1.84
594,0,54.2,2,1,1.84
595,0,54.2,2,1,1.84
596,0,49.49,0,0,1.78
597,0,49.49,0,0,1.78
598,0,49.49,0,0,1.78
599,0,49.49,0,0,1.78
600,0,49.49,0,0,1.78
601,0,49.49,0,0,1.78
602,0,49.49,0,0,1.78
603,0,49.49,0,0,1.78
604,0,49.49,0,0,1.78
605,0,49.49,0,0,1.78
606,0,49.49,0,0,1.78
607,0,49.49,0,0,1.78
608,0,49.49,0,0,1.78
609,0,49.49,0,0,1.78
610,0,49.49,0,0,1.78
611,0,49.49,0,0,1.78
612,0,49.49,0,0,1.78
613,0,49.49,0,0,1.78
614,0,49.49,0,0,1.78
615,0,49.49,0,0,1.78
616,0,49.49,0,0,1.78
617,0,49.49,0,0,1.78
618,0,49.49,0,0,1.78
619,0,49.49,0,0,1.78
620,0,49.49,0,0,1.78
621,0,49.49,0,0,1.78
622,0,49.49,0,0,1.78
623,0,49.49,0,0,1.78
624,0,49.49,0,0,1.78
625,0,49.49,0,0,1.78
626,0,49.49,0,0,1.78
627,0,49.49,0,0,1.78
628,0,49.49,0,0,1.78
629,0,49.49,0,0,1.78
630,0,49.49,0,0,1.78
631,0,49.49,0,0,1.78
632,0,49.49,0,0,1.78
633,0,49.49,0,0,1.78
634,0,49.49,0,0,1.78
635,0,49.49,0,0,1.78
636,0,49.49,0,0,1.78
637,0,49.49,0,0,1.78
638,0,49.49,0,0,1.78
639,0,49.49,0,0,1.78
640,0,49.49,0,0,1.78
641,0,49.49,0,0,1.78
642,0,49.49,0,0,1.78
643,0,49.49,0,0,1.78
644,0,49.49,0,0,1.78
645,0,49.49,0,0,1.78
646,0,49.49,0,0,1.78
647,0,49.49,0,0,1.78
648,0,49.49,0,0,1.78
649,0,49.49,0,0,1.78
650,0,49.49,0,0,1.78
651,0,49.49,0,0,1.78
652,0,49.49,0,0,1.78
653,0,49.49,0,0,1.78
654,0,49.49,0,0,1.78
655,0,49.49,0,0,1.78
656,0,49.49,0,0,1.78
657,0,49.49,0,0,1.78
658,0,49.49,0,0,1.78
659,0,49.49,0,0,1.78
660,0,49.49,0,0,1.78
661,0,49.49,0,0,1.78
662,0,49.49,0,0,1.78
663,0,49.49,0,0,1.78
664,0,49.49,0,0,1.78
665,0,49.49,0,0,1.78
666,0,49.49,0,0,1.78
667,0,49.49,0,0,1.78
668,0,49.49,0,0,1.78
669,0,49.49,0,0,1.78
670,0,49.49,0,0,1.78
671,0,49.49,0,0,1.78
672,0,49.49,0,0,1.78
673,0,49.49,0,0,1.78
674,0,49.49,0,0,1.78
675,0,49.49,0,0,1.78
676,0,49.49,0,0,1.78
677,0,49.49,0,0,1.78
678,0,49.49,0,0,1.78
679,0,49.49,0,0,1.78
680,0,49.49,0,0,1.78
681,0,49.49,0,0,1.78
682,0,49.49,0,0,1.78
683,0,49.49,0,0,1.78
684,0,49.49,0,0,1.78
685,0,49.49,0,0,1.78
686,0,49.49,0,0,1.78
687,0,49.49,0,0,1.78
688,0,49.49,0,0,1.78
689,0,49.49,0,0,1.78
690,0,49.49,0,0,1.78
691,0,49.49,0,0,1.78
692,0,49.49,0,0,1.78
693,0,49.49,0,0,1.78
694,0,49.49,0,0,1.78
695,0,66.42,0,1,2.13
696,0,66.42,0,1,2.13
697,0,66.42,0,1,2.13
698,0,66.42,0,1,2.13
699,0,66.42,0,1,2.13
700,0,66.42,0,1,2.13
701,0,66.42,0,1,2.13
702,0,66.42,0,1,2.13
703,0,66.42,0,1,2.13
704,0,66.42,0,1,2.13
705,0,66.42,0,1,2.13
706,0,66.42,0,1,2.13
707,0,66.42,0,1,2.13
708,0,66.42,0,1,2.13
709,0,66.42,0,1,2.13
710,0,66.42,0,1,2.13
711,0,66.42,0,1,2.13
712,0,66.42,0,1,2.13
713,0,66.42,0,1,2.13
714,0,66.42,0,1,2.13
715,0,66.42,0,1,2.13
716,0,66.42,0,1,2.13
717,0,66.42,0,1,2.13
718,0,66.42,0,1,2.13
719,0,66.42,0,1,2.13
720,0,66.42,0,1,2.13
721,0,66.42,0,1,2.13
722,0,66.42,0,1,2.13
723,0,66.42,0,1,2.13
724,0,66.42,0,1,2.13
725,0,66.42,0,1,2.13
726,0,66.42,0,1,2.13
727,0,66.42,0,1,2.13
728,0,66.42,0,1,2.13
729,0,66.42,0,1,2.13
730,0,66.42,0,1,2.13
731,0,66.42,0,1,2.13
732,0,66.42,0,1,2.13
733,0,66.42,0,1,2.13
734,0,66.42,0,1,2.13
735,0,66.42,0,1,2.13
736,0,66.42,0,1,2.13
737,0,66.42,0,1,2.13
738,0,66.42,0,1,2.13
739,0,66.42,0,1,2.13
740,0,66.42,0,1,2.13
741,0,66.42,0,1,2.13
742,0,66.42,0,1,2.13
743,0,66.42,0,1,2.13
744,0,66.42,0,1,2.13
745,0,66.42,0,1,2.13
746,0,66.42,0,1,2.13
747,0,66.42,0,1,2.13
748,0,66.42,0,1,2.13
749,0,66.42,0,1,2.13
750,0,66.42,0,1,2.13
751,0,66.42,0,1,2.13
752,0,66.42,0,1,2.13
753,0,66.42,0,1,2.13
754,0,66.42,0,1,2.13
755,0,66.42,0,1,2.13
756,0,66.42,0,1,2.13
757,0,66.42,0,1,2.13
758,0,66.42,0,1,2.13
759,0,66.42,0,1,2.13
760,0,66.42,0,1,2.13
761,0,66.42,0,1,2.13
762,0,66.42,0,1,2.13
763,0,66.42,0,1,2.13
764,0,66.42,0,1,2.13
765,0,66.42,0,1,2.13
766,0,66.42,0,1,2.13
767,0,66.42,0,1,2.13
768,0,66.42,0,1,2.13
769,0,66.42,0,1,2.13
770,0,66.42,0,1,2.13
771,0,66.42,0,1,2.13
772,0,66.42,0,1,2.13
773,0,66.42,0,1,2.13
774,0,66.42,0,1,2.13
775,0,66.42,0,1,2.13
776,0,66.42,0,1,2.13
777,0,66.42,0,1,2.13
778,0,66.42,0,1,2.13
779,0,66.42,0,1,2.13
780,0,66.42,0,1,2.13
781,0,66.42,0,1,2.13
782,0,66.42,0,1,2.13
783,0,66.42,0,1,2.13
784,0,66.42,0,1,2.13
785,0,66.42,0,1,2.13
786,0,66.42,0,1,2.13
787,0,66.42,0,1,2.13
788,0,66.42,0,1,2.13
789,0,66.42,0,1,2.13
790,0,66.42,0,1,2.13
791,0,66.42,0,1,2.13
792,0,66.42,0,1,2.13
793,0,66.42,0,1,2.13
794,0,36.1,1,1,2.28
795,0,36.1,1,1,2.28
796,0,36.1,1,1,2.28
797,0,36.1,1,1,2.28
798,0,36.1,1,1,2.28
799,0,36.1,1,1,2.28
800,0,36.1,1,1,2.28
801,0,36.1,1,1,2.28
802,0,36.1,1,1,2.28
803,0,36.1,1,1,2.28
804,0,36.1,1,1,2.28
805,0,36.1,1,1,2.28
806,0,36.1,1,1,2.28
807,0,36.1,1,1,2.28
808,0,36.1,1,1,2.28
809,0,36.1,1,1,2.28
810,0,36.1,1,1,2.28
811,0,36.1,1,1,2.28
812,0,36.1,1,1,2.28
813,0,36.1,1,1,2.28
814,0,36.1,1,1,2.28
815,0,36.1,1,1,2.28
816,0,36.1,1,1,2.28
817,0,36.1,1,1,2.28
818,0,36.1,1,1,2.28
819,0,36.1,1,1,2.28
820,0,36.1,1,1,2.28
821,0,36.1,1,1,2.28
822,0,36.1,1,1,2.28
823,0,36.1,1,1,2.28
824,0,36.1,1,1,2.28
825,0,36.1,1,1,2.28
826,0,36.1,1,1,2.28
827,0,36.1,1,1,2.28
828,0,36.1,1,1,2.28
829,0,36.1,1,1,2.28
830,0,36.1,1,1,2.28
831,0,36.1,1,1,2.28
832,0,36.1,1,1,2.28
833,0,36.1,1,1,2.28
834,0,36.1,1,1,2.28
835,0,36.1,1,1,2.28
836,0,36.1,1,1,2.28
837,0,36.1,1,1,2.28
838,0,36.1,1,1,2.28
839,0,36.1,1,1,2.28
840,0,36.1,1,1,2.28
841,0,36.1,1,1,2.28
842,0,36.1,1,1,2.28
843,0,36.1,1,1,2.28
844,0,36.1,1,1,2.28
845,0,36.1,1,1,2.28
846,0,36.1,1,1,2.28
847,0,36.1,1,1,2.28
848,0,36.1,1,1,2.28
849,0,36.1,1,1,2.28
850,0,36.1,1,1,2.28
851,0,36.1,1,1,2.28
852,0,36.1,1,1,2.28
853,0,36.1,1,1,2.28
854,0,36.1,1,1,2.28
855,0,36.1,1,1,2.28
856,0,36.1,1,1,2.28
857,0,36.1,1,1,2.28
858,0,36.1,1,1,2.28
859,0,36.1,1,1,2.28
860,0,36.1,1,1,2.28
861,0,36.1,1,1,2.28
862,0,36.1,1,1,2.28
863,0,36.1,1,1,2.28
864,0,36.1,1,1,2.28
865,0,36.1,1,1,2.28
866,0,36.1,1,1,2.28
867,0,36.1,1,1,2.28
868,0,36.1,1,1,2.28
869,0,36.1,1,1,2.28
870,0,36.1,1,1,2.28
871,0,36.1,1,1,2.28
872,0,36.1,1,1,2.28
873,0,36.1,1,1,2.28
